modelname,foto,colorcode,fullmodelcode,model_id,group,subgroup,category,subcategory,status,season,colorname,service,first_date,cm,codes,Фотосессия 21-54,Фотосессия 21-55,Фотосессия 21-56,Фотосессия 21-57,Фотосессия 21-58,Фотосессия 21-59,Фотосессия 21-60,Фотосессия 21-61,Фотосессия 21-62,Фотосессия 21-63,Фотосессия 21-64,Фотосессия 21-65,Фотосессия 21-66,Фотосессия 21-67,Фотосессия 21-68,received,received_in_cogs,sales,sales_in_cogs,realization,days0,speed_of_sales,amount,margin,was_in_sale,stocks,cogs_x,stock_in_cogs,roa,roa1,roa2,days_w,sales_w,speed_of_sales_w,cover_w,2_a,"Москва, Долгоруковская, 40.",0_a,"Зал (Долгоруковская, 40)",Мск склад Новослободская,"Склад ""Единички"" (Москва, Долгоруковская, 40)",Транзит Москва - Новослободская,Транзит Б.Дорогомиловская - Долгоруковская,"Новая Коллекция (Долгоруковская, 40)",1_a,"Ремонт (Москва, Долгоруковская, 40)","Стирка (Долгоруковская, 40)","Брак (Москва, Долгоруковская, 40)",2_b,"Москва, Большая Дорогомиловская, д.8",0_b,"Зал продаж (Большая Дорогомиловская, 8)","Склад (Большая Дорогомиловская, 8)","Склад ""Единички"" (Большая Дорогомиловская, 8)",Транзит Москва - Дорогомиловская,Транзит Долгоруковская - Б.Дорогомиловская,"Новая Коллекция (Большая Дорогомиловская, 8)",1_b,"Ремонт (Большая Дорогомиловская, 8)","Стирка (Большая Дорогомиловская, 8)","Брак (Большая Дорогомиловская, 8)",2_c,Спб,0_c,"Склад (Спб, Фурштатская, 42)","Транзит Москва - Питер (Спб, распред.)","Зал продаж (Спб, Фурштатская, 42)","Склад Новая Коллекция (Спб, Фурштатская, 42)","Склад ""Единички"" (Спб, Фурштатская, 42)",Транзит Москва - Фурштатская,Транзит Казань - Питер,"Склад Новая Коллекция (Спб, Фурштатская, 42)","Сезон Хранение (Спб, распред.)","Склад ""Нижний"" (Спб, Фурштатская, 42)",1_c,"Ремонт (Спб, Фурштатская, 42)","Стирка (Спб, Фурштатская, 42)","Брак (Спб, Фурштатская, 42)",2_d,"Интернет магазин ""Look Online""",0_d,Склад (Интернет магазин Яковлев),Транзит Москва - ИМ,1_d,Зал продаж (Интернет магазин Яковлев),Стирка (Интернет магазин Яковлев),Ремонт (Интернет магазин Яковлев),Брак (Интернет магазин Яковлев),2_e,Основной магазин,0_e,Мск Склад ответ хранение  (Новый),Мск Сезонное хранение(Новый),Транзит Казань - Москва (Новый),Транзит Питер - Москва,Транзит Новослободская - Москва,Транзит Дорогомиловская - Москва,Транзит ИМ - Москва,Мск Контент склад (Новый),Фотосессия2,Мск на фотосессии (Новый),Склад Sale (центральный склад),Ответ Хран (Нью Лайн),Склад поступлений (ИП Шестаков),Склад поступлений (ИП Козлов),1_e,Склад списания,Мск Ремонт (Новый),Мск Брак (Новый),Товары для Киевской,Товары для Фурштатская,2_f,Китай,0_f,"Казань, Проспект Победы, 33",0_g,"Зал продаж (Казань, Проспект Победы, 33)","Зал продаж - обувь (Казань, Проспект Победы, 33)","Склад (Казань, Проспект Победы, 33)","Склад Лето Сезон Хран(Казань, Проспект Победы, 33)","Сезонное хранение (Казань, Проспект Победы, 33)","Склад ""Единички"" (Казань, Проспект Победы, 33)",Транзит Москва - Казань (Новый),Транзит Питер - Казань,"Новая Коллекция (Казань, Проспект Победы, 33)","Склад Sale (Казань, Проспект Победы, 33)",1_g,Транзит Брак Москва - Казань,"Уценка (Казань, Проспект Победы, 33)","Стирка (Казань, Проспект Победы, 33)","Ремонт (Казань, Проспект Победы, 33)",2_h,"Казань, Декабристов, 8",0_h,"Зал продаж (Казань, Декабристов, 8)","Зал продаж - обувь (Казань, Декабристов, 8)","Сезонное хранение (Казань, Декабристов, 8)","Склад (Казань, Декабристов, 8)","Склад Лето Сезон Хран(Казань, Декабристов, 8)","Новая Коллекция (Казань, Декабристов, 8)","Склад ""Единички"" (Казань, Декабристов, 8)",1_h,"Ремонт (Казань, Декабристов, 8)",2_i,Маркетплейсы,0_i,Склад (wildberries),"Подсорт ""Wildberries""",1_i,Итого,firstprice,firstadd,cogs_y,sal,addsale,sale,curadd,currentpr,provider
Рубашка базовая на пуговицах,6258ecb9-6e86-11ea-9106-7085c281e0ea,,1SBS/006448,ЦБ-00001200,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,Фотосессия 3 / 4,,Белый,ЦБ-00001200;Белый,2020-05-24 ,1,"22631, 22632",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,630.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,1.68,630.0,0.0,,0.0,1.68,1690.0,"ООО ""Эс энд Эй"""
Рубашка базовая с накладным карманом,6a0539d0-fc45-11eb-9115-7085c281e0ea,,1SBS/008798,ЦБ-00003274,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,,,Белый,ЦБ-00003274;Белый,NaT,1,29871,,,,,,,,,,,,,,,,300,156000.0,0.0,,,0.0,0.0,,,1,300.0,520.0,156000.0,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2190.0,3.21,520.0,0.0,,0.0,3.21,2190.0,Баярма
Рубашка базовая свободного кроя,e8c61835-fc43-11eb-9115-7085c281e0ea,,1SBS/008796,ЦБ-00003272,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,,,Белый,ЦБ-00003272;Белый,NaT,1,29868,,,,,,,,,,,,,,,,187,99858.0,0.0,,,0.0,0.0,,,1,187.0,534.0,99858.0,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,1890.0,2.54,534.0,0.0,,0.0,2.54,1890.0,Баярма
Рубашка в клетку с карманами1,a3229df3-0727-11eb-910e-7085c281e0ea,,1SBS/007061,ЦБ-00001935,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,Фотосессия 19,,Розовый,ЦБ-00001935;Розовый,2020-10-13 ,1,25668,,,,,,,,,,,,,,,,192,164544.0,0.0,,,0.0,0.0,,,1,192.0,857.0,164544.0,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,2990.0,2.49,857.0,0.0,,0.0,2.49,2990.0,Баярма
Рубашка в клетку с поясом ,99dcc939-9bae-11eb-9112-7085c281e0ea,,1SBS/007984,ЦБ-00002606,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,,,Бежевый,ЦБ-00002606;Бежевый,NaT,1,27742,,,,,,,,,,,,,,,,98,87220.0,0.0,,,0.0,0.0,,,1,98.0,890.0,87220.0,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2290.0,1.57,890.0,0.0,,0.0,1.57,2290.0,ФАСТ ИМПОРТ ООО
Рубашка в клетку1,b69a2b58-1858-11eb-910f-7085c281e0ea,,1SBS/007116,ЦБ-00001987,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,Фотосессия 21_007,,Серый,ЦБ-00001987;Серый,2020-11-20 ,1,25875,,,,,,,,,,,,,,,,1,626.0,0.0,,,0.0,0.0,,,1,1.0,626.0,626.0,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1890.0,2.02,626.0,-71.0,,1.0,-0.12,549.0,Баярма
Рубашка в клетку1,b69a2b58-1858-11eb-910f-7085c281e0ea,,1SBS/007116,ЦБ-00001987,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,Фотосессия 21_008,,Черный,ЦБ-00001987;Черный,2020-11-20 ,1,25876,,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,626.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890.0,2.02,626.0,-50.0,,1.0,0.52,949.0,Баярма
Рубашка в клетку2,e23e7e03-5bcd-11eb-9111-7085c281e0ea,,1SBS/007426,ЦБ-00002303,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,Фотосессия 21_014,,Серый,ЦБ-00002303;Серый,2021-02-26 ,1,26729,,,,,,,,,,,,,,,,1,731.0,1.0,731.0,,3.0,0.3333333333333333,1399.0,668.0,1,0.0,731.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,1.72,731.0,-30.0,-30.0,1.0,0.91,1399.0,Баярма
Рубашка в крупную клетку  без карманов ,89e631ea-82e5-11ea-9106-7085c281e0ea,,1SBS/006498,ЦБ-00001248,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,Фотосессия 3,,Зеленый,ЦБ-00001248;Зеленый,2020-05-26 ,1,22803,,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,600.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1590.0,1.65,600.0,0.0,,0.0,1.65,1590.0,Баярма
Рубашка в крупную клетку  без карманов ,89e631ea-82e5-11ea-9106-7085c281e0ea,,1SBS/006498,ЦБ-00001248,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,Фотосессия 3,,Розовый,ЦБ-00001248;Розовый,2020-05-29 ,1,22804,,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,600.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1590.0,1.65,600.0,-50.0,,1.0,0.33,799.0,Баярма
Рубашка в крупную клетку со спущенным рукавом,6a4e15c5-073c-11ec-9116-7085c281e0ea,,1SBS/008874,ЦБ-00003350,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,,,черно-белый,ЦБ-00003350;черно-белый,NaT,1,30138,,,,,,,,,,,,,,,,326,163326.0,0.0,,,0.0,0.0,,,1,326.0,501.0,163326.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,-1.0,501.0,,,0.0,-1.0,0.0,Баярма
Рубашка в маленькую клетку 1,da3b47b4-dfd1-11eb-9112-7085c281e0ea,,1SBS/008670,ЦБ-00003146,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,Фотосессия 21_057,,Розовый,ЦБ-00003146;Розовый,2021-07-23 ,1,29431,,,,2021-07-23,,,,,,,,,,,,279,162657.0,277.0,161491.0,0.99,38.0,7.2894736842105265,540399.0,378908.0,1,2.0,583.0,1166.0,2.33,,,7.0,5.0,0.7142857142857143,2.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1990.0,2.41,583.0,0.0,-2.0,0.0,2.41,1990.0,Баярма
Рубашка в полоску  ,69f9d3e5-609c-11eb-9111-7085c281e0ea,,1SBS/007483,ЦБ-00002361,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,Фотосессия 21_011,,Белый,ЦБ-00002361;Белый,2021-02-16 ,1,26834,,,,,,,,,,,,,,,,3,1371.0,3.0,1371.0,,10.0,0.3,2397.0,1026.0,1,0.0,457.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1590.0,2.48,457.0,-50.0,-50.0,1.0,0.75,799.0,Баярма
Рубашка в полоску модель 3,7a34ed9c-e648-11eb-9112-7085c281e0ea,,1SBS/008699,ЦБ-00003175,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,Фотосессия 21_063,,Голубой,ЦБ-00003175;Голубой,2021-08-13 ,1,29536,,,,,,,,,,2021-08-13,,,,,,209,98439.0,47.0,22137.0,0.22,22.0,2.1363636363636362,91938.0,69801.0,1,162.0,471.0,76302.0,0.71,,,7.0,11.0,1.5714285714285714,103.0909090909091,0.0,14.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,1990.0,3.23,471.0,0.0,-2.0,0.0,3.23,1990.0,Баярма
Рубашка в полоску с 1карманом,4e6d2a6a-9221-11eb-9112-7085c281e0ea,,1SBS/007888,ЦБ-00002510,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,Фотосессия 21_025,,Голубой,ЦБ-00002510;Голубой,2021-04-07 ,1,27402,,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,635.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,1.66,635.0,-70.0,,1.0,-0.21,499.0,Баярма
Рубашка в полоску с отложным воротником,89705e42-f5d5-11eb-9115-7085c281e0ea,,1SBS/008745,ЦБ-00003221,1. Одежда,1.4 Плечевые,"1.4.4 Блузки и рубашки (1 плечевой слой, текстиль)",1.4.4.2 Рубашки,Фотосессия 21_067,,Голубой,ЦБ-00003221;Голубой,2021-08-31 ,1,29713,,,,,,,,,,,,,,2021-08-31,,201,112962.0,4.0,2248.0,0.02,2.0,2.0,8760.0,6512.0,1,197.0,562.0,110714.0,0.06,,,7.0,4.0,0.5714285714285714,344.75,0.0,18.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,13.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,2190.0,2.9,562.0,0.0,0.0,0.0,2.9,2190.0,Баярма
