modelname,foto,colorcode,fullmodelcode,model_id,group,subgroup,category,subcategory,status,season,colorname,service,first_date,cm,codes,Фотосессия 21-54,Фотосессия 21-55,Фотосессия 21-56,Фотосессия 21-57,Фотосессия 21-58,Фотосессия 21-59,Фотосессия 21-60,Фотосессия 21-61,Фотосессия 21-62,Фотосессия 21-63,Фотосессия 21-64,Фотосессия 21-65,Фотосессия 21-66,Фотосессия 21-67,Фотосессия 21-68,received,received_in_cogs,sales,sales_in_cogs,realization,days0,speed_of_sales,amount,margin,was_in_sale,stocks,cogs_x,stock_in_cogs,roa,roa1,roa2,days_w,sales_w,speed_of_sales_w,cover_w,2_a,"Москва, Долгоруковская, 40.",0_a,"Зал (Долгоруковская, 40)",Мск склад Новослободская,"Склад ""Единички"" (Москва, Долгоруковская, 40)",Транзит Москва - Новослободская,Транзит Б.Дорогомиловская - Долгоруковская,"Новая Коллекция (Долгоруковская, 40)",1_a,"Ремонт (Москва, Долгоруковская, 40)","Стирка (Долгоруковская, 40)","Брак (Москва, Долгоруковская, 40)",2_b,"Москва, Большая Дорогомиловская, д.8",0_b,"Зал продаж (Большая Дорогомиловская, 8)","Склад (Большая Дорогомиловская, 8)","Склад ""Единички"" (Большая Дорогомиловская, 8)",Транзит Москва - Дорогомиловская,Транзит Долгоруковская - Б.Дорогомиловская,"Новая Коллекция (Большая Дорогомиловская, 8)",1_b,"Ремонт (Большая Дорогомиловская, 8)","Стирка (Большая Дорогомиловская, 8)","Брак (Большая Дорогомиловская, 8)",2_c,Спб,0_c,"Склад (Спб, Фурштатская, 42)","Транзит Москва - Питер (Спб, распред.)","Зал продаж (Спб, Фурштатская, 42)","Склад Новая Коллекция (Спб, Фурштатская, 42)","Склад ""Единички"" (Спб, Фурштатская, 42)",Транзит Москва - Фурштатская,Транзит Казань - Питер,"Склад Новая Коллекция (Спб, Фурштатская, 42)","Сезон Хранение (Спб, распред.)","Склад ""Нижний"" (Спб, Фурштатская, 42)",1_c,"Ремонт (Спб, Фурштатская, 42)","Стирка (Спб, Фурштатская, 42)","Брак (Спб, Фурштатская, 42)",2_d,"Интернет магазин ""Look Online""",0_d,Склад (Интернет магазин Яковлев),Транзит Москва - ИМ,1_d,Зал продаж (Интернет магазин Яковлев),Стирка (Интернет магазин Яковлев),Ремонт (Интернет магазин Яковлев),Брак (Интернет магазин Яковлев),2_e,Основной магазин,0_e,Мск Склад ответ хранение  (Новый),Мск Сезонное хранение(Новый),Транзит Казань - Москва (Новый),Транзит Питер - Москва,Транзит Новослободская - Москва,Транзит Дорогомиловская - Москва,Транзит ИМ - Москва,Мск Контент склад (Новый),Фотосессия2,Мск на фотосессии (Новый),Склад Sale (центральный склад),Ответ Хран (Нью Лайн),Склад поступлений (ИП Шестаков),Склад поступлений (ИП Козлов),1_e,Склад списания,Мск Ремонт (Новый),Мск Брак (Новый),Товары для Киевской,Товары для Фурштатская,2_f,Китай,0_f,"Казань, Проспект Победы, 33",0_g,"Зал продаж (Казань, Проспект Победы, 33)","Зал продаж - обувь (Казань, Проспект Победы, 33)","Склад (Казань, Проспект Победы, 33)","Склад Лето Сезон Хран(Казань, Проспект Победы, 33)","Сезонное хранение (Казань, Проспект Победы, 33)","Склад ""Единички"" (Казань, Проспект Победы, 33)",Транзит Москва - Казань (Новый),Транзит Питер - Казань,"Новая Коллекция (Казань, Проспект Победы, 33)","Склад Sale (Казань, Проспект Победы, 33)",1_g,Транзит Брак Москва - Казань,"Уценка (Казань, Проспект Победы, 33)","Стирка (Казань, Проспект Победы, 33)","Ремонт (Казань, Проспект Победы, 33)",2_h,"Казань, Декабристов, 8",0_h,"Зал продаж (Казань, Декабристов, 8)","Зал продаж - обувь (Казань, Декабристов, 8)","Сезонное хранение (Казань, Декабристов, 8)","Склад (Казань, Декабристов, 8)","Склад Лето Сезон Хран(Казань, Декабристов, 8)","Новая Коллекция (Казань, Декабристов, 8)","Склад ""Единички"" (Казань, Декабристов, 8)",1_h,"Ремонт (Казань, Декабристов, 8)",2_i,Маркетплейсы,0_i,Склад (wildberries),"Подсорт ""Wildberries""",1_i,Итого,firstprice,firstadd,cogs_y,sal,addsale,sale,curadd,currentpr,provider
Топ укороченный на кнопках 1,a6bcbf8c-dfde-11eb-9112-7085c281e0ea,,1SLT/008675,ЦБ-00003151,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_059,,Серый,ЦБ-00003151;Серый,2021-07-31 ,1,29451,,,,,,2021-07-30,,,,,,,,,,150,22500.0,42.0,6300.0,0.28,34.0,1.2352941176470589,37283.0,30983.0,1,108.0,150.0,16200.0,1.38,,,7.0,13.0,1.8571428571428572,58.15384615384615,0.0,13.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,29.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1190.0,6.93,150.0,-50.0,-25.0,1.0,2.99,599.0,Баярма
Топ укороченный на кнопках 1,a6bcbf8c-dfde-11eb-9112-7085c281e0ea,,1SLT/008675,ЦБ-00003151,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_059,,Черный,ЦБ-00003151;Черный,2021-07-31 ,1,29450,,,,,,2021-07-30,,,,,,,,,,199,39800.0,66.0,13200.0,0.33,34.0,1.9411764705882353,62068.0,48868.0,1,133.0,200.0,26600.0,1.23,,,7.0,19.0,2.7142857142857144,49.0,0.0,9.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,1190.0,4.95,200.0,-50.0,-21.0,1.0,2.0,599.0,Баярма
Топ укороченный на резинке,6a02c52a-cdb2-11ea-9109-7085c281e0ea,,1SLT/006796,ЦБ-00001553,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,,,Мятный,ЦБ-00001553;Мятный,2020-07-31 ,1,"24698, 24699",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,290.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,117.0,0.0,0.0,0.0,890.0,2.07,290.0,-50.0,,1.0,0.55,449.0,"ООО ""Эс энд Эй"""
Топ укороченный на резинке,6a02c52a-cdb2-11ea-9109-7085c281e0ea,,1SLT/006796,ЦБ-00001553,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,,,Пудра,ЦБ-00001553;Пудра,2020-07-31 ,1,"24702, 24703",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,290.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.0,0.0,890.0,2.07,290.0,-72.0,,1.0,-0.14,249.0,"ООО ""Эс энд Эй"""
Топ укороченный на резинке,6a02c52a-cdb2-11ea-9109-7085c281e0ea,,1SLT/006796,ЦБ-00001553,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 8,,Розовый,ЦБ-00001553;Розовый,2020-07-31 ,1,"24696, 24697",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,290.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,264.0,0.0,0.0,0.0,890.0,2.07,290.0,-72.0,,1.0,-0.14,249.0,"ООО ""Эс энд Эй"""
Топ укороченный на резинке,6a02c52a-cdb2-11ea-9109-7085c281e0ea,,1SLT/006796,ЦБ-00001553,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,,,Серый,ЦБ-00001553;Серый,2020-07-31 ,1,"24700, 24701",,,,,,,,,,,,,,,,1,290.0,0.0,,,0.0,0.0,,,1,1.0,290.0,290.0,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,196.0,0.0,0.0,1.0,890.0,2.07,290.0,-50.0,,1.0,0.55,449.0,"ООО ""Эс энд Эй"""
Топ укороченный на цепочке,e9145e0b-e623-11eb-9112-7085c281e0ea,,1SLT/008692,ЦБ-00003168,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_059,,Черный,ЦБ-00003168;Черный,2021-07-30 ,1,"29515, 29516, 29517",,,,,,2021-07-30,,,,,,,,,,282,129720.0,67.0,30820.0,0.24,34.0,1.9705882352941178,92046.0,61226.0,1,215.0,460.0,98900.0,0.47,,,7.0,11.0,1.5714285714285714,136.8181818181818,0.0,31.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,51.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,1590.0,2.46,460.0,-50.0,-10.0,1.0,0.74,799.0,"ООО ""Эс энд Эй"""
Топ укороченный однотонный 1,1d3be5e1-d41d-11eb-9112-7085c281e0ea,,1SLT/008589,ЦБ-00003065,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_060,,Бежевый,ЦБ-00003065;Бежевый,2021-08-03 ,1,29223,,,,,,,2021-08-03,,,,,,,,,167,55945.0,42.0,14070.0,0.25,31.0,1.3548387096774193,27122.0,13052.0,1,125.0,335.0,41875.0,0.23,,,7.0,16.0,2.2857142857142856,54.6875,0.0,14.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,45.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,890.0,1.66,335.0,-50.0,-27.0,1.0,0.34,449.0,Баярма
Топ укороченный однотонный 1,1d3be5e1-d41d-11eb-9112-7085c281e0ea,,1SLT/008589,ЦБ-00003065,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_060,,Оливковый,ЦБ-00003065;Оливковый,2021-08-03 ,1,29224,,,,,,,2021-08-03,,,,,,,,,170,56950.0,110.0,36850.0,0.65,31.0,3.5483870967741935,73463.0,36613.0,1,60.0,335.0,20100.0,0.64,,,7.0,39.0,5.571428571428571,10.76923076923077,0.0,10.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,890.0,1.66,335.0,-50.0,-25.0,1.0,0.34,449.0,Баярма
Топ укороченный однотонный 1,1d3be5e1-d41d-11eb-9112-7085c281e0ea,,1SLT/008589,ЦБ-00003065,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_066,,Черный,ЦБ-00003065;Черный,2021-08-03 ,1,29222,,,,,,,2021-08-03,,,,,2021-08-20,2021-08-27,,,271,90785.0,54.0,18090.0,0.2,31.0,1.7419354838709677,37283.0,19193.0,1,217.0,335.0,72695.0,0.21,,,7.0,19.0,2.7142857142857144,79.94736842105263,0.0,11.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,890.0,1.66,335.0,-33.0,-22.0,1.0,0.79,599.0,Баярма
Топ укороченный принт зебра,3c42666e-d9a2-11eb-9112-7085c281e0ea,,1SLT/008631,ЦБ-00003107,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_068,,Черный,ЦБ-00003107;Черный,2021-07-27 ,1,29317,,,,,2021-07-27,,,,,,,,,,2021-09-03,197,38021.0,66.0,12738.0,0.34,37.0,1.7837837837837838,60863.0,48125.0,1,131.0,193.0,25283.0,1.27,,,7.0,10.0,1.4285714285714286,91.7,0.0,28.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,990.0,4.13,193.0,-29.0,-7.0,1.0,2.62,699.0,Баярма
Топ укороченный резинка по спине,4c31d1be-a34e-11eb-9112-7085c281e0ea,,1SLT/008111,ЦБ-00002658,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_033,,Бежевый,ЦБ-00002658;Бежевый,2021-04-30 ,1,27832,,,,,,,,,,,,,,,,3,1323.0,3.0,1323.0,,7.0,0.42857142857142855,1103.0,-220.0,1,0.0,441.0,,,,,7.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,34.0,80.0,0.0,0.0,1290.0,1.93,441.0,-69.0,-71.0,1.0,-0.1,399.0,Баярма
Топ укороченный со сборкой на груди,b08e5c4d-e647-11eb-9112-7085c281e0ea,,1SLT/008697,ЦБ-00003173,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_062,,Черный,ЦБ-00003173;Черный,2021-08-10 ,1,29534,,,,,,,,,2021-08-10,,,,,,,257,105370.0,107.0,43870.0,0.42,23.0,4.6521739130434785,141175.0,97305.0,1,150.0,410.0,61500.0,0.92,,,7.0,24.0,3.4285714285714284,43.75,0.0,10.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1590.0,2.88,410.0,-31.0,-17.0,1.0,1.68,1099.0,Баярма
Топ укороченный со строчкой,8c383feb-d9ac-11eb-9112-7085c281e0ea,,1SLT/008639,ЦБ-00003115,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_057,,Белый,ЦБ-00003115;Белый,2021-07-22 ,1,29329,,,,2021-07-23,,,,,,,,,,,,246,53628.0,153.0,33354.0,0.62,41.0,3.731707317073171,171999.0,138645.0,1,93.0,218.0,20274.0,2.59,,,7.0,22.0,3.142857142857143,29.59090909090909,0.0,14.0,0.0,3.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,31.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1190.0,4.46,218.0,-29.0,-6.0,1.0,2.89,849.0,Баярма
Топ укороченный со строчкой,8c383feb-d9ac-11eb-9112-7085c281e0ea,,1SLT/008639,ЦБ-00003115,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_068,,Черный,ЦБ-00003115;Черный,2021-07-23 ,1,29330,,,,2021-07-23,,,,,,,,,2021-08-27,,2021-09-03,248,54064.0,128.0,27904.0,0.52,41.0,3.1219512195121952,141480.0,113576.0,1,120.0,218.0,26160.0,2.1,,,7.0,25.0,3.5714285714285716,33.6,0.0,13.0,0.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,1190.0,4.46,218.0,-29.0,-7.0,1.0,2.89,849.0,Баярма
